Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Cursos;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;3;ALUNO_TURMA;05E633C7C8F52AB449A2AB0987A0A753;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;61A|61B|61D|61E|61F|61G|61H|61I|62D|62G|62J|62K|62L|62M|62N|62O|62P|62Q;3AD25A39DF9721DDC56AF5569DEFD8D8;2018;Vestibular;61H;84,84;ESCOLA QUERUBINS LTDA.;N;;APOIO A EVENTOS|TREINAMENTO PROFISSIONAL|VESTIBULAR;82;CARANDAI;MG;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;5;5;5;5;5
2019;3;ALUNO_TURMA;05E633C7C8F52AB449A2AB0987A0A753;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;61A|61B|61D|61E|61F|61G|61H|61I|62D|62G|62J|62K|62L|62M|62N|62O|62P|62Q;4F5E2740079AB3F8E6217599E6B5CEEE;2018;Vestibular;61H;24,9;ESCOLA ESTADUAL ADALGISA DE PAULA DUQUE;N;;;9;LIMA DUARTE;MG;3;5;2;2;1;5;5;4;5;3;5;3;4;5;5;2;5;5;5;5;4;5;5
2019;3;ALUNO_TURMA;05E633C7C8F52AB449A2AB0987A0A753;DEPTO DE MATEMATICA /ICE;989D03065A12506B428527CE9F5427B2;A;61A|61B|61D|61E|61F|61G|61H|61I|62D|62G|62J|62K|62L|62M|62N|62O|62P|62Q;441BC2A84147E1BB6D6592AB95B9025A;2016;Vestibular;61H;42,4;ESCOLA ESTADUAL JOSÉ MARINHO DE ARAÚJO;N;;;86;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;A;74A;D987FDE8C7AF4F150765A5ABC619D612;2018;Vestibular;74A;86,24;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;87;BICAS;MG;4;5;3;4;4;4;4;3;5;3;5;3;5;5;4;3;4;3;3;4;3;3;3
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;A;74A;73AEE7D44F26F9B679838C399C9D7D64;2018;Vestibular;74A;46,32;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;77;GUARARA;MG;4;4;4;3;3;4;4;4;5;5;5;4;4;3;3;5;3;5;5;5;5;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;A039587D5B1277BCAE0BD2C8BBF25551;2018;Vestibular;74B;78,94;ESCOLA ESTADUAL PROFESSOR SOARES FERREIRA - ENSINO FUNDAMENTAL E MÉDIO;N;;;80;BARBACENA;MG;5;5;5;4;4;5;5;5;5;5;5;5;5;5;3;5;2;0;0;1;0;1;1
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;0334362D2A2E359BAD1ED31F863BB729;2018;Vestibular/ENEM;74B;82,24;ESCOLA ESTADUAL PROFESSOR SOARES FERREIRA - ENSINO FUNDAMENTAL E MÉDIO;N;;;81;BARBACENA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;C1775CA6E25C1017CB11B4C05A421AA2;2018;Vestibular;74B;53,68;CENTRO EDUCACIONAL APRENDIZ - EJA;N;;;74;JUIZ DE FORA;MG;3;5;2;1;2;3;2;3;5;3;5;3;3;3;3;5;2;1;1;1;3;3;2
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;227D92EDBCBA3873287F8A028915F5BB;2018;Vestibular;74B;66,8;ESCOLA ESTADUAL ADALGISA DE PAULA DUQUE;N;;RESSARCIMENTO ASSIST. MÉDICA;62;JUIZ DE FORA;MG;5;5;5;5;4;5;5;;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;A29F52ABC90F27D30CCEB36E652E9B20;2018;Vestibular;74B;34,16;ESCOLA ESTADUAL FRANCISCO BERNARDINO;N;;;15;JUIZ DE FORA;MG;5;4;5;5;5;5;5;5;5;5;5;5;4;4;5;4;2;4;4;4;5;5;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;B14427E6E69ED11C760C8A6B2349EB35;2018;Vestibular;74B;45,11;ESCOLA MUNICIPAL JESUS DE OLIVEIRA;N;;;25;JUIZ DE FORA;MG;4;5;4;4;5;5;5;5;5;5;5;4;5;5;3;3;4;2;5;5;5;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;A11113F1E8553545BC51851801E45F57;2016;Vestibular;74B;68,99;ESCOLA ESTADUAL PRESIDENTE JOÃO PINHEIRO;N;;;72;SANTOS DUMONT;MG;5;5;5;3;5;;;;;;;;;;;;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;6B9111527E9498DEF84492DD3F44321E;2016;Vestibular/ENEM;74B;58,91;COLÉGIO APOGEU;N;;;67;JUIZ DE FORA;MG;5;4;3;3;4;5;5;4;5;4;5;4;3;5;3;3;3;;4;3;5;3;3
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;B;74B;507720A688019865DC399D98FF444CCB;2016;Vestibular;74B;30,13;ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA;N;;;13;JUIZ DE FORA;MG;4;4;3;3;4;4;4;4;5;4;5;4;3;3;4;4;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;C;74C;2630D84F849A6DBB88E0E16B8831466E;2018;Vestibular;74C;89,43;ESTADUAL PROFESSOR ANTÔNIO GONÇALVES LANNA;N;;;100;PONTE NOVA;MG;2;2;2;2;2;2;2;2;5;2;5;2;2;2;5;2;5;2;2;5;2;2;2
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;C;74C;18A7F9818B469DBBC2AB0DD25D44C598;2018;Vestibular;74C;88,24;ESCOLA ESTADUAL PROFESSOR ORMINDO DE SOUZA LIMA;N;;;96;VICOSA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;C;74C;6FCDA451AA8A393415105D8BDEED9123;2018;Vestibular;74C;79,36;ESCOLA ESTADUAL GOVERNADOR BIAS FORTES - 1º E 2º GRAUS;N;;;96;PONTE NOVA;MG;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5;5;1;0;0;1;2
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;C;74C;34645F5750E68FA0E9844C5F061F8810;2018;Vestibular/ENEM;74C;24;ESCOLA ESTADUAL DEPUTADO CARLOS PEIXOTO FILHO DE 1º E 2º GRAUS;N;;;10;UBA;MG;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;5;5;5;4;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;D;74D;0C114509E867E2F0663A884012405619;2018;Vestibular;74D;89,2;ESCOLA MUNICIPAL NAPOLEÃO REIS;N;;;80;CONSELHEIRO LAFAIETE;MG;1;0;1;1;1;1;1;1;1;1;2;1;1;1;1;1;5;0;0;1;1;1;1
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;D;74D;97BDFE4FCA7EDAEA86E02A4FF970AC19;2018;Vestibular;74D;91,92;COLÉGIO NOSSA SENHORA DE NAZARÉ;N;;;92;JUIZ DE FORA;MG;5;5;3;3;4;5;5;3;3;3;3;4;5;5;5;4;5;0;0;1;5;5;3
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;D;74D;4AA80D9892B4DB66BFFA767960440202;2018;Vestibular/ENEM;74D;83,04;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE OURO PRETO;N;;;84;CONSELHEIRO LAFAIETE;MG;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;4;5;0;4;4;4;5;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;D;74D;CB5AF20EA749FDBDA66636856DBEEF94;2018;Vestibular;74D;70,24;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;65;CONSELHEIRO LAFAIETE;MG;0;0;0;3;2;2;3;0;4;3;5;2;1;1;0;0;4;0;4;3;4;5;2
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;D;74D;10F6BFD336F33AEC1BF37FC7643CC99A;2018;Vestibular;74D;61,76;ESCOLA PIO XII;N;;;60;CONSELHEIRO LAFAIETE;MG;1;1;1;1;1
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;D;74D;79DCE2ACE490E46A54DF0F9183B3E59D;2018;Vestibular;74D;35,12;ESCOLA ESTADUAL PROFESSOR HILTON ROCHA;N;;;18;CONSELHEIRO LAFAIETE;MG;4;5;1;4;4;3;1;2;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;7E04711A96F3913456D9666CB4CAFB12;2018;Vestibular/ENEM;74E;69,05;ESCOLA MUNICIPAL SANTOS DUMOND;N;;;70;BELO HORIZONTE;MG;5;5;5;3;3;3;5;4;5;5;5;5;4;5;5;5;4;;;;0;0;0
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;701804940ADA0BF349818A2E7BC9321A;2018;Vestibular;74E;85,28;ESCOLA ESTADUAL PROFESSOR QUARESMA;N;;;72;CATAGUASES;MG;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;EC27777EC6CA2CCD61B4B5293DD16B28;2018;Vestibular;74E;82,24;ESCOLA DA COMUNIDADE CORONEL LUIZ SALGADO DE 1º E 2º GRAUS;N;;;77;LEOPOLDINA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;6A006FA3294B08B545F9C2815D848415;2018;Vestibular;74E;76,96;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNIDADE DE ENSINO DESCENTRALIZADA ;N;;;77;LEOPOLDINA;MG;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;3;4;4;1
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;71D20D92F7391A35973DD29564CB183C;2018;Vestibular/ENEM;74E;77,12;ESCOLA  CRISTO REDENTOR - 1º E 2º GRAUS;N;;;69;MURIAE;MG;4;4;4;4;4;3;5;4;5;4;5;4;4;5;4;3;4;3;3;3;3;5;5
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;DB9935051DEB4004370DFB786E6AFADD;2018;Vestibular;74E;72,08;ESCOLA ESTADUAL EMÍLIO RAMOS PINTO;N;;;64;LEOPOLDINA;MG;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;3;0;0;4
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;15DB086D6A744D7B42782DFEA3635AAD;2018;Vestibular/ENEM;74E;59,2;COLÉGIO POTÊNCIA;N;;;54;RECREIO;MG;3;3;1;1;2;1;1;2;4;1;4;3;3;4;1;2;1;1;2;2;2;4;2
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;81D7DAE49870CC859DD846B4E50FE399;2018;Vestibular/ENEM;74E;55,2;ESCOLA ESTADUAL MANOEL INÁCIO PEIXOTO;N;;;46;CATAGUASES;MG;3;3;1;0;0;1;4;3;5;3;5;0;3;3;2;2;2;1;0;0;2;2;0
2019;3;ALUNO_TURMA;7A37B360603BDF1752BAB96683E8A79E;DEPTO DE CIENCIAS ADMINISTRATIVAS;38B8F07B9B811BA24E365DCCB36F82DE;E;74E;8F93B72EA0274AAE69DFCDA62D690037;2018;Vestibular;74E;25,8;COLÉGIO AQUILINO DOMINGUEZ QUINTAS LTDA.;N;;;35;CATAGUASES;MG;4;4;5;3;3;4;4;3;4;2;4;4;4;3;4;4;4;4;5;3;4;4;4
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;838A5EE381186CF271C74E170709C820;2017;Vestibular;86I;81,84;EEPSG PROF HOMERO RUBENS DE SA;N;;;93;BOA ESPERANCA;MG;5;5;5;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;3;4;4;4
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;8739A5E0BF86FAE0083EE83D93F6446E;2017;Vestibular;86I;77,23;Escola Estadual Padre Piccinini de ensino fundamental e médio;N;;;94;PARAGUACU;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;EB85CDD7B68728EA65E2CA055D76282B;2017;Vestibular;86D;78,47;ESCOLA ESTADUAL PROFESSOR ALISSON PEREIRA GUIMARÃES;N;;;81;POCOS DE CALDAS;MG;3;4;3;3;2;3;4;4;5;4;5;3;3;3;3;4;4;4;3;2;3;3;3
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;06D2CF78BEBA2B929735F8F2C2287FFF;2017;Vestibular;86L;81,39;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;94;PEDRO LEOPOLDO;MG;4;5;5;5;5;5;2;2;3;4;5;5;5;5;5;5;5;1;0;1;0;0;1
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;2154174897A12B9B651147E603D9AE97;2018;Vestibular;86L;66,44;ESCOLA ESTADUAL TEREZINHA PEREIRA;N;;;60;DORES DO TURVO;MG;5;5;3;5;5;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;3;3;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;1551128F5A315697651D2A5F3CCD1A4E;2017;Vestibular;86J;79,23;COLÉGIO CRISTO REDENTOR;N;;CONCLUSAO GRADUACAO|PROVOQUE;82;JUIZ DE FORA;MG;5;5;5;4;4;4;5;4;4;5;5;5;4;4;4;4;4;5;0;5;0;0;0
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;05313DF3F72681A3A1C40A6615C5EE66;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;376CA0A2A343B2FDF81941C57F47B031;2016;Vestibular;86J;23,94;ESCOLA ESTADUAL DELFIM MOREIRA 1º E 2º GRAUS;N;;EXTENSAO|TREINAMENTO PROFISSIONAL|INICIACAO CIENTIFICA - GRADUAC|VESTIBULAR;92;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;3;3
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;EF847B739374B9EAD23CA71CC1466AEB;2016;Vestibular/ENEM;86C;86,42;ESCOLA ESTADUAL CORONEL IDALINO RIBEIRO;N;;;100;JUIZ DE FORA;MG;4;5;5;5;4;3;5;3;5;5;5;3;3;5;5;5;5;5;5;3;5;5;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;0D289D9698E1F71011003C6B2515403A;2016;Vestibular;86C;74,28;ESCOLA ESTADUAL CORONEL IDALINO RIBEIRO;N;;;100;SALINAS;MG;5;5;4;5;5;4;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;B4C9711F58EF32858A2139064D10995E;2016;Vestibular;86E;85,23;ESCOLA ESTADUAL PASCHOAL COMANDUCCI;N;;;100;SANTA LUZIA;MG;5;5;5;5;5;5;5;5;5;5;5;3;3;3;4;4;4;3;2;0;0;0;0
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;CF134C21A44E49BE47C2B1ABE07699E0;2016;Vestibular;86E;77,93;CENTRO DE EXAMES SUPLETIVOS ;N;;;100;BELO HORIZONTE;MG;3;3;2;2;2;2;1;0;3;0;3;2;2;4;1;3;4;2;2;2;0;2;2
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;C41E0555D31286A220E5322E14B09144;2016;Vestibular/ENEM;86E;71,87;ESCOLA ESTADUAL DEPUTADO RENATO AZEREDO;N;;;100;CONTAGEM;MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;808F972FC117E3A80DB38FE417EC996B;2016;Vestibular;86E;69,87;ESCOLA ESTADUAL BENTO GONÇALVES;N;;;100;MATOZINHOS;MG;5;4;4;5;4;5;4;5;5;5;4;4;4;5;4;4;4;;4;4;4;5;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;E226A9F0E5CEBB6ACFD459CD1746FFC1;2016;Vestibular/ENEM;86I;91,39;ESCOLA ESTADUAL DR. ERNANE VILELA LIMA, 1º E 2º GRAUS;N;;;100;NEPOMUCENO;MG;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;F38A24DFB8E235C9EB64E78AAEF7E1F9;2016;Vestibular;86J;85,03;COLÉGIO LEOPOLDO;N;;;100;CATAGUASES;MG;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;70C5AEC0D6D5AC22FD66D9A9415F2239;2016;Vestibular;86K;83,58;ESCOLA DA COMUNIDADE LUZIA DE OLIVEIRA DE 2º GRAU;N;;;100;MARILAC;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;EFCBEB2745BA309914C67AFBC08D1D96;2016;Vestibular;86K;80,1;ESCOLA ESTADUAL PROFESSORA ELGE RENAN BRAGA;N;;;100;MARILAC;MG;3;4;3;3;3;3;4;2;5;3;3;3;5;5;3;4;4;5;3;4;1;3;2
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;AB1493A64DA1338A1ECB07B1B2B4CD5E;2016;Vestibular;86K;67,48;ESCOLA ESTADUAL ALMIRANTE TAMANDARE;N;;;100;GOVERNADOR VALADARES;MG;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;B4A3C33775D75577414F3F548F52EB80;2016;Vestibular;86K;57,4;COLÉGIO ESTADUAL PANDIÁ CALÓGERAS;N;;;100;CARLOS CHAGAS;MG;3;3;4;2;3;2;3;3;5;3;5;3;3;5;0;2;0;5;3;5;4;2;0
2019;3;ALUNO_TURMA;2AE654DB91D5EFF10F732534D3FEA8EA;DEPTO FUNDAMENTOS / EFID;7C28EE64E15D8E5A73DEDF938E4651A1;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;EAE72F0E6B6080EB07CF5C10B06F4605;2016;Vestibular;86K;57,75;ESCOLA ESTADUAL JOÃO WESLEY ;N;;;100;GOVERNADOR VALADARES;MG;5;5;1;1;5;5;5;5;5;5;5;3;3;5;5;5;5;5;0;0;3;3;0
